age,height_cm,weight_kgs,overall_rating,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,region,position_attacker,position_midfielder,position_defender,position_goalkeeper
29.0,154.94,74.8,66,1,1,3,2,0,44,65,49.0,63.0,55,66.0,60,48,60.0,65.0,70.0,64.0,69.0,69.0,59.0,62.0,67.0,64.0,56,60,31,69,63.0,69,29,32,27,6,1,0,0,0
28.0,165.1,71.2,66,1,1,3,4,0,60,56,53.0,63.0,53,64.0,64,47,60.0,64.0,72.0,71.0,69.0,71.0,60.0,62.0,67.0,64.0,62,44,32,62,63.0,55,30,31,28,12,1,1,0,0
28.0,154.94,71.2,66,0,1,2,2,0,71,44,52.0,63.0,27,66.0,32,32,60.0,64.0,76.0,71.0,68.0,71.0,62.0,69.0,68.0,65.0,39,47,65,41,63.0,35,64,63,65,2,0,0,1,0
28.0,175.26,69.9,66,1,1,3,3,0,64,60,53.0,62.0,62,66.0,57,53,55.0,64.0,76.0,71.0,68.0,71.0,58.0,69.0,68.0,57.0,56,68,48,64,55.0,50,31,52,45,6,1,1,0,0
28.0,154.94,71.2,66,1,1,3,3,1,68,56,52.0,58.0,56,64.0,64,59,54.0,64.0,72.0,71.0,63.0,67.0,62.0,69.0,64.0,59.0,57,80,61,63,55.0,61,74,63,63,7,1,1,1,0
28.0,175.26,73.0,66,0,1,3,2,1,67,37,53.0,58.0,35,58.0,36,29,52.0,64.0,72.0,68.0,63.0,66.0,62.0,72.0,64.0,59.0,39,53,67,50,55.0,37,62,64,65,7,1,1,1,0
28.0,182.88,76.2,66,1,1,2,2,1,64,69,59.0,58.0,55,47.0,42,53,52.0,61.0,69.0,48.0,63.0,60.0,49.0,69.0,64.0,59.0,59,29,19,64,55.0,65,31,19,15,11,1,0,0,0
28.0,185.42,76.2,66,1,1,2,1,1,15,17,60.0,57.0,13,46.0,23,14,52.0,56.0,49.0,52.0,60.0,54.0,43.0,67.0,64.0,59.0,17,28,13,7,49.0,18,15,19,21,12,0,0,0,1
28.0,190.5,83.0,66,1,2,3,2,1,53,29,65.0,57.0,32,46.0,51,35,46.0,56.0,49.0,52.0,49.0,54.0,46.0,67.0,62.0,75.0,23,62,68,32,37.0,47,70,66,64,6,0,0,1,0
28.0,185.42,83.0,66,1,1,3,2,1,39,33,65.0,57.0,28,46.0,47,30,37.0,56.0,49.0,52.0,44.0,49.0,43.0,67.0,62.0,77.0,31,64,67,43,33.0,40,68,64,61,12,0,0,1,0
22.0,187.96,83.0,66,1,1,3,2,2,24,17,65.0,58.0,28,46.0,23,31,46.0,56.0,55.0,53.0,44.0,54.0,46.0,67.0,62.0,77.0,26,73,60,24,37.0,36,61,66,62,12,0,0,1,0
22.0,187.96,78.0,66,0,1,3,2,0,30,26,65.0,58.0,29,46.0,26,24,46.0,56.0,62.0,70.0,44.0,54.0,46.0,67.0,64.0,77.0,21,71,63,23,37.0,34,66,64,62,7,0,0,1,0
22.0,172.72,73.0,66,1,1,4,3,1,59,66,65.0,58.0,64,57.0,65,55,54.0,60.0,74.0,74.0,70.0,60.0,51.0,68.0,64.0,77.0,65,52,33,64,54.0,59,38,34,32,2,1,1,0,0
24.0,154.94,73.0,66,1,1,3,2,1,58,51,61.0,60.0,45,59.0,50,39,55.0,60.0,74.0,74.0,70.0,60.0,55.0,63.0,71.0,70.0,43,71,61,62,54.0,44,63,65,64,12,0,1,0,0
24.0,152.4,73.0,66,0,1,3,2,1,65,30,59.0,64.0,29,59.0,51,55,55.0,60.0,74.0,74.0,70.0,65.0,56.0,73.0,71.0,68.0,53,61,59,60,60.0,40,65,63,63,3,0,0,1,0
24.0,190.5,78.9,66,0,1,3,2,0,62,50,56.0,64.0,32,62.0,44,40,56.0,60.0,74.0,73.0,70.0,64.0,56.0,66.0,71.0,69.0,51,50,66,41,60.0,46,65,63,66,6,1,1,1,0
24.0,182.88,78.9,66,1,1,3,3,1,63,28,55.0,60.0,33,62.0,65,54,55.0,61.0,72.0,72.0,58.0,60.0,56.0,66.0,71.0,68.0,52,67,62,54,54.0,46,66,64,65,6,0,0,1,0
24.0,185.42,78.9,66,1,1,5,3,0,59,53,56.0,59.0,47,61.0,62,58,55.0,60.0,72.0,72.0,58.0,60.0,56.0,66.0,62.0,68.0,65,70,66,59,58.0,49,50,70,59,6,1,1,0,0
23.0,187.96,78.9,66,1,1,3,1,1,19,15,56.0,59.0,19,59.0,19,20,52.0,60.0,72.0,72.0,59.0,64.0,59.0,66.0,60.0,65.0,18,19,14,6,58.0,27,24,20,16,12,0,0,0,1
24.0,154.94,77.1,66,0,1,3,2,1,68,51,55.0,57.0,42,61.0,63,66,51.0,60.0,59.0,65.0,58.0,60.0,59.0,66.0,60.0,69.0,59,61,60,58,52.0,58,62,62,62,6,0,0,1,0
23.0,154.94,77.1,66,1,1,3,2,0,46,69,56.0,56.0,57,61.0,61,37,45.0,61.0,57.0,59.0,48.0,60.0,43.0,67.0,60.0,73.0,64,38,14,63,44.0,63,33,22,23,12,1,0,0,0
23.0,182.88,78.9,66,1,1,2,2,1,34,39,59.0,56.0,24,61.0,34,21,45.0,61.0,68.0,73.0,59.0,60.0,62.0,70.0,60.0,73.0,39,70,67,21,44.0,44,60,68,63,12,0,0,1,0
22.0,190.5,78.9,66,1,1,2,1,2,13,5,59.0,56.0,9,61.0,13,10,32.0,61.0,68.0,73.0,59.0,64.0,66.0,70.0,73.0,74.0,6,26,13,6,44.0,16,10,11,10,7,0,0,0,1
23.0,185.42,78.9,66,1,1,3,2,1,32,68,59.0,56.0,58,61.0,49,33,32.0,64.0,67.0,64.0,68.0,62.0,60.0,70.0,73.0,74.0,60,44,15,65,44.0,59,39,18,14,12,1,0,0,0
23.0,185.42,78.9,66,1,1,3,3,2,59,60,52.0,56.0,53,61.0,54,33,32.0,64.0,68.0,72.0,70.0,70.0,61.0,70.0,73.0,73.0,63,44,25,66,59.0,55,35,30,22,6,1,1,0,0
22.0,152.4,77.1,66,1,1,3,3,1,61,64,52.0,56.0,56,61.0,63,62,57.0,64.0,73.0,72.0,71.0,70.0,65.0,70.0,73.0,73.0,62,41,64,65,60.0,78,61,48,48,12,0,1,0,0
27.0,175.26,77.1,66,1,1,3,2,1,62,27,63.0,58.0,22,61.0,53,45,57.0,64.0,73.0,72.0,71.0,70.0,61.0,76.0,73.0,73.0,60,80,61,66,60.0,25,60,70,67,12,0,0,1,0
28.0,175.26,73.9,66,0,1,3,3,1,56,64,55.0,59.0,46,62.0,51,58,58.0,65.0,67.0,64.0,71.0,62.0,61.0,70.0,68.0,70.0,50,41,46,65,60.0,59,51,49,50,7,1,1,0,0
27.0,185.42,73.9,66,1,1,2,2,0,28,17,53.0,61.0,18,62.0,25,28,57.0,64.0,73.0,72.0,71.0,62.0,61.0,76.0,68.0,70.0,19,71,65,21,55.0,29,68,66,67,12,0,0,1,0
25.0,185.42,72.1,66,0,1,3,2,1,64,50,55.0,61.0,58,61.0,26,34,58.0,64.0,75.0,72.0,73.0,62.0,63.0,82.0,63.0,66.0,55,75,63,33,55.0,42,67,69,64,12,0,0,1,0
25.0,175.26,73.9,66,1,1,4,3,0,72,59,63.0,61.0,47,61.0,52,51,48.0,64.0,66.0,63.0,65.0,61.0,61.0,82.0,62.0,70.0,54,30,13,72,54.0,68,29,14,16,7,1,0,0,0
25.0,152.4,73.9,66,1,1,3,3,0,53,49,63.0,64.0,46,62.0,23,29,60.0,64.0,66.0,63.0,65.0,61.0,63.0,71.0,63.0,70.0,57,68,58,58,55.0,47,60,63,58,12,1,1,0,0
25.0,193.04,73.9,66,0,1,3,2,0,36,20,63.0,66.0,31,62.0,26,34,63.0,64.0,69.0,68.0,66.0,62.0,68.0,71.0,68.0,70.0,28,60,63,25,60.0,46,64,67,59,12,0,0,1,0
25.0,187.96,73.9,66,1,1,3,2,1,30,19,60.0,66.0,25,64.0,32,68,63.0,64.0,66.0,68.0,65.0,64.0,68.0,68.0,63.0,70.0,25,80,63,44,60.0,35,63,64,65,12,0,1,1,0
22.0,154.94,73.9,66,0,1,3,3,0,65,59,60.0,66.0,71,65.0,69,71,63.0,64.0,65.0,62.0,59.0,64.0,62.0,63.0,68.0,70.0,68,58,68,53,60.0,60,62,67,65,0,0,0,1,0
25.0,175.26,73.9,66,1,1,3,3,1,67,45,60.0,66.0,48,65.0,64,58,63.0,67.0,66.0,65.0,64.0,65.0,62.0,63.0,66.0,68.0,59,61,62,67,62.0,36,63,65,62,12,1,1,1,0
22.0,152.4,69.9,66,0,1,3,3,1,60,57,60.0,66.0,38,65.0,47,45,62.0,66.0,69.0,68.0,65.0,65.0,57.0,60.0,68.0,66.0,49,47,37,68,62.0,44,56,44,46,12,1,1,0,0
22.0,182.88,68.0,66,1,1,4,3,1,46,37,60.0,67.0,35,66.0,37,40,59.0,66.0,74.0,70.0,65.0,75.0,57.0,60.0,68.0,60.0,45,68,62,56,61.0,33,65,68,63,5,0,1,0,0
24.0,154.94,69.9,66,0,1,4,2,0,57,56,58.0,67.0,48,66.0,44,38,62.0,66.0,74.0,65.0,76.0,75.0,59.0,76.0,67.0,60.0,51,55,38,61,63.0,43,34,38,44,11,1,1,0,0
24.0,175.26,73.0,66,0,1,3,3,0,69,37,58.0,65.0,30,66.0,69,71,59.0,66.0,74.0,77.0,76.0,75.0,59.0,78.0,67.0,55.0,43,66,64,62,61.0,56,61,63,66,12,1,1,1,0
24.0,167.64,73.0,66,0,1,3,2,1,53,43,58.0,65.0,30,66.0,38,59,59.0,64.0,74.0,77.0,76.0,75.0,59.0,78.0,67.0,55.0,62,77,67,60,54.0,56,65,68,67,12,0,1,0,0
24.0,152.4,73.0,66,1,1,3,4,1,49,66,49.0,65.0,67,65.0,31,27,59.0,64.0,74.0,69.0,76.0,77.0,61.0,78.0,67.0,55.0,60,44,19,62,54.0,48,20,15,17,11,1,1,0,0
25.0,182.88,73.9,66,0,1,3,2,0,56,33,58.0,65.0,29,65.0,30,31,61.0,66.0,76.0,69.0,76.0,76.0,61.0,58.0,68.0,55.0,36,58,63,48,60.0,34,66,67,66,1,0,0,1,0
25.0,170.18,73.9,66,1,1,2,3,0,52,58,55.0,65.0,67,64.0,62,65,57.0,66.0,76.0,69.0,74.0,75.0,61.0,58.0,67.0,55.0,55,36,42,61,60.0,62,44,49,38,12,1,1,0,0
26.0,175.26,74.8,66,1,1,4,4,0,58,59,58.0,65.0,52,59.0,60,54,57.0,65.0,71.0,69.0,71.0,53.0,57.0,56.0,64.0,62.0,55,48,32,57,67.0,60,51,46,46,12,1,1,0,0
26.0,190.5,74.8,66,1,1,3,2,1,51,68,55.0,65.0,49,58.0,50,43,57.0,64.0,71.0,69.0,60.0,65.0,57.0,56.0,68.0,62.0,51,45,37,70,67.0,63,35,28,24,0,1,0,0,0
26.0,182.88,74.8,66,1,1,3,3,1,60,60,55.0,65.0,53,58.0,50,52,61.0,65.0,71.0,68.0,60.0,65.0,57.0,54.0,68.0,66.0,59,29,22,58,67.0,68,29,24,22,7,1,1,0,0
26.0,154.94,74.8,66,1,1,3,2,1,43,36,55.0,65.0,36,58.0,38,36,55.0,65.0,64.0,65.0,60.0,61.0,55.0,70.0,69.0,74.0,40,69,63,47,67.0,42,68,65,61,12,0,0,1,0
27.0,152.4,72.1,66,1,1,3,2,0,46,49,63.0,65.0,56,57.0,59,61,61.0,64.0,71.0,68.0,62.0,65.0,55.0,72.0,70.0,66.0,59,69,67,59,57.0,56,45,59,56,6,0,1,0,0
27.0,190.5,72.1,66,1,1,3,2,1,53,50,55.0,62.0,35,52.0,39,30,61.0,59.0,64.0,65.0,62.0,65.0,53.0,74.0,71.0,72.0,44,61,64,36,47.0,51,60,69,68,12,0,0,1,0
29.0,172.72,72.1,66,1,1,5,3,1,63,32,62.0,60.0,46,52.0,66,63,60.0,59.0,64.0,65.0,65.0,64.0,59.0,73.0,71.0,72.0,53,66,68,50,52.0,49,58,58,62,2,0,0,1,0
29.0,182.88,73.0,66,1,1,3,2,1,56,20,62.0,60.0,17,52.0,34,40,60.0,59.0,64.0,65.0,62.0,61.0,59.0,73.0,71.0,74.0,42,68,66,58,47.0,31,60,66,66,6,0,0,1,0
29.0,182.88,73.0,66,0,1,3,2,1,68,27,62.0,60.0,33,52.0,71,68,60.0,59.0,72.0,79.0,72.0,64.0,64.0,73.0,71.0,72.0,50,73,68,48,52.0,45,52,57,61,12,1,1,1,0
26.0,187.96,73.0,66,1,1,2,2,1,54,50,55.0,60.0,60,52.0,38,52,60.0,59.0,67.0,64.0,71.0,64.0,64.0,72.0,71.0,72.0,66,73,56,48,52.0,50,65,64,62,3,0,1,1,0
26.0,170.18,73.0,66,1,1,2,3,1,37,68,59.0,60.0,63,52.0,58,41,60.0,59.0,67.0,64.0,71.0,64.0,64.0,72.0,67.0,56.0,62,53,13,65,52.0,73,20,15,22,7,1,0,0,0
25.0,172.72,73.0,66,0,1,3,3,0,65,53,59.0,59.0,48,52.0,67,52,35.0,59.0,67.0,64.0,70.0,66.0,65.0,70.0,67.0,56.0,52,68,62,52,40.0,57,66,66,57,4,0,1,0,0
26.0,190.5,78.0,66,1,1,3,1,1,18,11,62.0,58.0,10,57.0,11,15,35.0,62.0,67.0,64.0,70.0,66.0,64.0,70.0,67.0,56.0,14,25,9,5,52.0,23,12,11,13,12,0,0,0,1
26.0,182.88,78.0,66,0,1,2,2,1,62,40,62.0,58.0,39,57.0,71,30,35.0,62.0,65.0,64.0,63.0,58.0,64.0,64.0,67.0,76.0,35,72,63,48,52.0,43,64,66,65,12,0,0,1,0
26.0,185.42,78.0,66,1,1,3,2,2,21,39,59.0,58.0,29,60.0,31,21,35.0,62.0,64.0,62.0,56.0,58.0,35.0,64.0,67.0,76.0,36,68,69,42,40.0,34,63,64,61,6,0,0,1,0
25.0,187.96,78.0,66,0,1,3,3,1,35,67,59.0,58.0,58,60.0,43,26,35.0,62.0,64.0,62.0,56.0,58.0,35.0,63.0,67.0,76.0,57,48,22,65,52.0,64,22,27,20,10,1,0,0,0
25.0,152.4,76.2,66,1,1,3,2,1,64,25,59.0,59.0,30,57.0,35,31,53.0,62.0,64.0,62.0,56.0,56.0,35.0,63.0,67.0,76.0,27,70,62,39,52.0,37,71,65,66,6,0,0,1,0
23.0,190.5,76.2,66,1,1,3,1,1,15,17,59.0,62.0,8,60.0,9,9,59.0,64.0,64.0,68.0,62.0,56.0,67.0,59.0,70.0,66.0,13,17,12,9,52.0,21,8,12,11,7,0,0,0,1
23.0,187.96,76.2,66,0,1,4,2,0,62,40,58.0,62.0,52,63.0,43,45,59.0,66.0,64.0,69.0,62.0,54.0,54.0,59.0,70.0,66.0,66,66,70,47,52.0,40,66,67,63,10,0,1,0,0
23.0,182.88,76.2,66,0,1,4,2,1,60,44,58.0,68.0,55,63.0,64,50,56.0,66.0,65.0,69.0,68.0,54.0,67.0,63.0,67.0,64.0,64,61,55,58,59.0,53,44,54,43,10,1,1,0,0
23.0,154.94,76.2,66,0,1,3,2,1,67,34,58.0,68.0,23,57.0,58,31,64.0,66.0,67.0,69.0,68.0,54.0,67.0,63.0,61.0,64.0,39,65,62,35,62.0,48,64,63,65,12,1,1,1,0
26.0,172.72,77.1,66,1,1,3,3,1,64,50,58.0,68.0,62,57.0,56,45,56.0,66.0,67.0,69.0,68.0,60.0,66.0,66.0,61.0,64.0,70,60,70,67,59.0,67,10,59,62,7,1,1,0,0
28.0,185.42,79.8,66,1,1,3,3,1,64,58,58.0,62.0,54,63.0,73,61,53.0,66.0,67.0,61.0,68.0,54.0,55.0,66.0,61.0,69.0,56,49,45,58,59.0,49,31,38,27,7,1,1,0,0
28.0,182.88,79.8,66,0,1,3,2,2,37,67,59.0,62.0,63,61.0,35,25,53.0,64.0,67.0,61.0,67.0,53.0,55.0,66.0,61.0,78.0,59,45,10,70,59.0,64,30,16,13,6,1,0,0,0
28.0,193.04,79.8,66,1,1,1,1,1,11,16,58.0,63.0,19,60.0,14,18,59.0,64.0,67.0,69.0,67.0,53.0,55.0,66.0,61.0,78.0,16,41,18,18,59.0,23,15,12,20,6,0,0,0,1
28.0,187.96,79.8,66,1,1,3,2,2,33,28,62.0,62.0,27,61.0,33,30,59.0,64.0,78.0,78.0,65.0,60.0,58.0,66.0,66.0,78.0,27,53,62,35,59.0,43,66,67,63,12,0,0,1,0
29.0,182.88,84.8,66,1,1,4,3,1,66,65,62.0,62.0,61,61.0,46,59,59.0,64.0,78.0,78.0,55.0,53.0,58.0,75.0,70.0,78.0,63,78,55,68,59.0,79,45,56,55,12,1,1,1,0
29.0,152.4,79.8,66,1,1,3,2,0,63,57,54.0,63.0,39,60.0,55,44,59.0,62.0,78.0,78.0,65.0,65.0,61.0,75.0,70.0,78.0,54,65,48,60,60.0,56,38,59,46,6,1,1,0,0
29.0,187.96,79.8,66,1,1,3,2,1,54,64,64.0,63.0,67,61.0,57,42,59.0,62.0,73.0,68.0,69.0,71.0,71.0,73.0,70.0,66.0,60,64,38,65,63.0,72,34,32,25,12,1,0,0,0
29.0,170.18,79.8,66,1,1,3,3,0,61,58,54.0,63.0,43,61.0,49,65,55.0,62.0,70.0,64.0,65.0,71.0,61.0,72.0,70.0,66.0,54,42,44,65,60.0,66,43,44,46,6,1,1,0,0
29.0,175.26,73.9,66,0,1,2,3,0,56,66,53.0,63.0,63,61.0,73,59,55.0,62.0,70.0,64.0,69.0,68.0,62.0,72.0,68.0,66.0,67,57,18,62,64.0,62,28,15,16,2,1,0,0,0
29.0,185.42,69.9,66,1,1,3,2,1,30,38,54.0,63.0,17,61.0,18,28,60.0,63.0,70.0,66.0,69.0,73.0,62.0,67.0,66.0,58.0,25,59,67,34,64.0,47,64,68,66,10,0,0,1,0
28.0,154.94,73.9,66,1,1,3,3,1,64,62,53.0,63.0,57,64.0,65,66,55.0,64.0,69.0,66.0,63.0,68.0,62.0,64.0,66.0,66.0,65,48,42,65,57.0,48,52,39,38,12,1,1,0,0
28.0,172.72,76.2,66,1,1,3,2,0,41,39,53.0,63.0,38,65.0,37,42,60.0,64.0,69.0,66.0,63.0,66.0,56.0,63.0,66.0,67.0,70,72,64,37,57.0,45,70,67,63,6,0,1,0,0
22.0,190.5,73.9,66,0,1,2,2,1,38,30,53.0,63.0,28,64.0,47,26,60.0,63.0,78.0,78.0,71.0,66.0,60.0,63.0,66.0,62.0,30,69,71,32,57.0,40,65,69,65,7,0,0,1,0
22.0,182.88,71.2,66,0,1,3,3,0,53,55,53.0,63.0,40,64.0,63,59,63.0,63.0,75.0,73.0,71.0,66.0,56.0,64.0,67.0,62.0,40,54,51,66,57.0,45,64,60,58,12,1,1,0,0
22.0,182.88,76.2,66,1,1,3,3,1,38,66,57.0,62.0,55,64.0,39,35,54.0,64.0,79.0,85.0,79.0,66.0,56.0,72.0,67.0,67.0,61,35,25,65,53.0,55,53,23,24,12,1,1,0,0
22.0,167.64,73.0,66,0,1,2,3,1,74,50,57.0,62.0,45,64.0,74,78,61.0,64.0,79.0,85.0,79.0,67.0,60.0,72.0,67.0,62.0,63,72,61,56,62.0,44,64,62,64,7,0,0,1,0
23.0,187.96,71.2,66,0,1,2,2,1,42,25,53.0,62.0,39,65.0,28,35,57.0,64.0,78.0,78.0,73.0,69.0,65.0,72.0,67.0,62.0,39,67,61,36,58.0,36,64,66,67,6,0,0,1,0
23.0,185.42,73.0,66,0,1,5,3,0,54,67,53.0,59.0,61,65.0,60,60,57.0,64.0,75.0,76.0,73.0,69.0,65.0,63.0,68.0,63.0,65,44,34,66,58.0,58,23,36,30,12,1,1,0,0
23.0,175.26,73.0,66,1,1,3,3,1,59,57,53.0,62.0,47,65.0,51,42,55.0,64.0,78.0,78.0,73.0,69.0,65.0,63.0,69.0,63.0,48,41,25,54,58.0,59,46,35,31,7,1,1,0,0
23.0,193.04,71.2,66,0,1,3,1,0,10,9,48.0,62.0,6,65.0,13,12,57.0,66.0,75.0,76.0,72.0,72.0,65.0,63.0,69.0,63.0,6,22,8,7,58.0,12,9,11,10,12,0,0,0,1
23.0,172.72,69.9,66,1,1,5,3,1,59,61,48.0,63.0,52,64.0,45,33,57.0,66.0,62.0,68.0,67.0,72.0,60.0,51.0,69.0,63.0,65,52,25,68,58.0,66,27,25,24,11,1,1,0,0
22.0,167.64,69.9,66,1,1,3,2,1,39,49,47.0,63.0,31,64.0,32,46,61.0,66.0,62.0,68.0,67.0,73.0,60.0,55.0,73.0,63.0,52,77,66,52,60.0,45,65,63,64,12,0,1,0,0
23.0,185.42,68.9,66,1,1,3,3,0,64,55,48.0,63.0,48,64.0,73,74,62.0,66.0,72.0,71.0,67.0,73.0,68.0,61.0,74.0,58.0,65,48,54,58,61.0,61,62,51,43,12,0,1,0,0
23.0,170.18,68.9,66,1,1,3,3,1,60,57,49.0,64.0,56,63.0,60,55,62.0,65.0,72.0,71.0,67.0,68.0,69.0,61.0,74.0,58.0,62,39,22,60,61.0,56,23,21,26,7,1,0,0,0
27.0,172.72,69.9,66,1,1,4,2,1,61,57,56.0,64.0,56,64.0,53,59,64.0,65.0,72.0,71.0,68.0,64.0,69.0,61.0,75.0,58.0,61,56,43,71,67.0,54,54,43,26,7,1,1,0,0
27.0,175.26,74.8,66,1,1,3,3,2,55,63,58.0,64.0,56,63.0,53,37,62.0,66.0,72.0,78.0,68.0,64.0,69.0,75.0,73.0,69.0,66,70,22,59,61.0,57,48,14,20,6,1,1,0,0
30.0,185.42,74.8,66,1,1,3,3,1,63,61,60.0,63.0,58,64.0,73,75,59.0,66.0,72.0,78.0,68.0,64.0,70.0,75.0,75.0,69.0,73,54,60,60,64.0,73,63,64,61,12,0,1,0,0
27.0,154.94,74.8,66,1,1,3,2,1,57,33,60.0,64.0,28,63.0,29,41,56.0,66.0,77.0,78.0,69.0,65.0,70.0,82.0,75.0,69.0,41,65,64,39,59.0,42,60,65,61,12,0,0,1,0
27.0,172.72,71.2,66,1,1,3,2,1,59,61,61.0,64.0,59,59.0,60,57,56.0,65.0,77.0,76.0,69.0,65.0,60.0,75.0,70.0,67.0,68,43,20,62,52.0,67,27,25,21,7,1,1,0,0
27.0,175.26,71.2,66,1,1,3,2,1,33,70,63.0,62.0,66,63.0,33,30,56.0,65.0,77.0,76.0,69.0,65.0,58.0,75.0,70.0,67.0,49,41,14,64,51.0,61,16,17,15,3,1,1,0,0
27.0,175.26,71.2,66,0,1,3,2,1,70,40,63.0,62.0,46,63.0,55,46,54.0,66.0,77.0,75.0,69.0,65.0,58.0,75.0,69.0,67.0,57,57,60,56,51.0,41,67,58,63,7,1,1,1,0
27.0,187.96,78.9,66,0,1,3,2,1,40,24,58.0,62.0,33,59.0,37,20,54.0,64.0,60.0,62.0,60.0,60.0,58.0,60.0,69.0,62.0,28,60,65,37,51.0,35,64,65,67,2,0,0,1,0
27.0,187.96,78.9,66,1,1,3,2,1,44,24,64.0,64.0,19,64.0,25,13,55.0,66.0,60.0,62.0,60.0,60.0,53.0,53.0,69.0,72.0,33,70,60,48,52.0,22,66,66,65,6,0,0,1,0
27.0,187.96,83.0,66,1,1,4,3,1,63,59,53.0,64.0,49,64.0,70,67,55.0,66.0,53.0,54.0,56.0,54.0,48.0,53.0,69.0,79.0,61,46,42,67,56.0,70,54,58,47,12,0,1,0,0
26.0,182.88,78.9,66,1,1,3,3,0,58,63,53.0,64.0,50,64.0,54,41,55.0,65.0,53.0,54.0,60.0,60.0,53.0,57.0,69.0,72.0,55,45,43,59,60.0,45,49,31,35,7,1,1,0,0
25.0,185.42,77.1,66,1,1,3,2,1,30,45,53.0,64.0,29,64.0,60,59,57.0,63.0,72.0,70.0,71.0,64.0,53.0,57.0,71.0,69.0,56,76,66,62,60.0,35,64,67,58,6,0,1,0,0
24.0,152.4,77.1,66,0,1,4,3,1,63,68,53.0,64.0,59,64.0,50,48,55.0,63.0,72.0,70.0,71.0,64.0,53.0,63.0,71.0,72.0,60,61,24,60,56.0,67,22,35,36,12,1,1,0,0
25.0,172.72,73.9,66,0,1,3,3,1,64,50,53.0,63.0,30,64.0,50,39,57.0,65.0,72.0,70.0,71.0,68.0,60.0,67.0,71.0,69.0,47,70,67,67,60.0,39,60,64,64,6,0,0,1,0
25.0,185.42,73.0,66,1,1,3,2,1,44,65,56.0,64.0,63,65.0,53,60,57.0,65.0,72.0,70.0,71.0,68.0,60.0,67.0,71.0,67.0,62,46,21,63,55.0,64,25,15,21,7,1,0,0,0
25.0,154.94,73.0,66,0,1,3,3,1,67,37,56.0,63.0,32,64.0,62,61,57.0,65.0,72.0,70.0,71.0,68.0,58.0,67.0,68.0,69.0,51,51,60,57,55.0,52,62,64,63,12,0,0,1,0
28.0,190.5,73.9,66,1,1,2,1,1,13,12,56.0,63.0,15,65.0,16,11,49.0,65.0,66.0,68.0,69.0,68.0,60.0,67.0,70.0,73.0,14,40,26,14,60.0,13,18,13,13,12,0,0,0,1
28.0,175.26,73.9,66,1,1,3,3,1,50,50,56.0,63.0,39,64.0,49,42,62.0,63.0,67.0,64.0,69.0,71.0,58.0,67.0,68.0,67.0,53,64,65,58,60.0,64,61,62,65,12,0,1,0,0
25.0,182.88,73.9,66,1,1,2,3,1,54,67,56.0,63.0,59,64.0,65,62,63.0,63.0,67.0,64.0,69.0,71.0,55.0,58.0,65.0,65.0,61,67,36,70,61.0,70,32,42,33,6,1,0,0,0
25.0,152.4,76.2,66,1,1,3,2,1,54,39,58.0,67.0,35,65.0,48,37,63.0,65.0,67.0,64.0,69.0,71.0,58.0,72.0,65.0,73.0,38,62,60,54,61.0,47,64,68,64,12,0,1,0,0
25.0,154.94,78.9,66,1,1,3,2,1,52,51,60.0,67.0,33,65.0,38,39,62.0,65.0,67.0,64.0,69.0,70.0,55.0,73.0,68.0,63.0,29,74,66,61,61.0,46,62,68,70,6,0,1,0,0
25.0,182.88,76.2,66,1,1,3,2,2,42,66,65.0,63.0,64,65.0,58,37,62.0,66.0,68.0,68.0,69.0,70.0,55.0,72.0,68.0,62.0,57,45,29,65,61.0,62,31,23,21,6,1,0,0,0
26.0,154.94,78.9,66,1,1,3,3,1,67,48,62.0,63.0,48,62.0,58,34,53.0,65.0,68.0,68.0,69.0,68.0,55.0,73.0,68.0,63.0,48,54,58,55,59.0,57,62,67,68,12,1,1,1,0
26.0,175.26,78.9,66,1,1,3,3,0,61,67,65.0,63.0,52,62.0,57,32,53.0,65.0,68.0,68.0,69.0,68.0,59.0,73.0,68.0,62.0,62,43,22,59,59.0,68,25,17,21,7,1,0,0,0
26.0,154.94,78.9,66,1,1,2,2,0,27,25,65.0,63.0,23,62.0,30,30,53.0,63.0,68.0,68.0,69.0,67.0,59.0,70.0,68.0,62.0,27,62,70,31,54.0,41,66,68,67,6,0,0,1,0
26.0,182.88,77.1,66,1,1,3,2,0,62,68,65.0,63.0,57,62.0,45,43,53.0,66.0,73.0,77.0,72.0,66.0,60.0,70.0,68.0,66.0,55,39,33,67,54.0,70,24,23,23,12,1,0,0,0
26.0,187.96,77.1,66,1,1,3,2,0,32,25,62.0,63.0,24,63.0,26,23,55.0,66.0,70.0,63.0,63.0,65.0,60.0,62.0,68.0,66.0,29,63,63,41,57.0,54,65,67,65,2,0,0,1,0
23.0,182.88,74.8,66,1,1,2,3,1,37,68,62.0,63.0,59,63.0,60,37,60.0,66.0,70.0,66.0,72.0,65.0,62.0,62.0,71.0,66.0,56,32,20,56,62.0,71,19,16,21,10,1,1,0,0
